2026-08-10 09:44:12,788 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:13,929 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:14,931 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:15,619 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:44:15,619 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.13 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:44:15,619 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:44:15,620 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-10 09:44:15,933 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:16,293 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=REGISTER {"datanodeDetails":"34bf3a34-36f1-495a-ab28-ae23c83b6ce6(b80fbcd49ba4/10.9.0.11)"} | ret=SUCCESS |  
2026-08-10 09:44:16,846 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:44:16,871 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-08-10 09:44:16,935 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:16,937 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-08-10 09:44:17,438 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"34bf3a34-36f1-495a-ab28-ae23c83b6ce6","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"fcf0e4ac-50b7-4d9b-a601-310a0100ea0a\" uuid128 { mostSigBits: -220424953001456229 leastSigBits: -6484848069400532470 } } type: RATIS factor: ONE datanode { uuid: \"34bf3a34-36f1-495a-ab28-ae23c83b6ce6\" ipAddress: \"10.9.0.11\" hostName: \"restart-dn1-1.restart_net\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"34bf3a34-36f1-495a-ab28-ae23c83b6ce6\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: 3800820606458480986 leastSigBits: -6113445025449022234 } level: 3 id { uuid { mostSigBits: 3800820606458480986 leastSigBits: -6113445025449022234 } } } cmdId: 1786355056293 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-10 09:44:17,491 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=REGISTER {"datanodeDetails":"b58bbc34-02fc-4a11-820b-caeae3fadb41(6c391b70f4d5/10.9.0.12)"} | ret=SUCCESS |  
2026-08-10 09:44:18,082 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:19,085 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:19,365 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"b58bbc34-02fc-4a11-820b-caeae3fadb41","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"7ce57b7f-e889-4fdf-a823-fe626a444669\" uuid128 { mostSigBits: 8999735219662180319 leastSigBits: -6330936952509675927 } } type: RATIS factor: ONE datanode { uuid: \"b58bbc34-02fc-4a11-820b-caeae3fadb41\" ipAddress: \"10.9.0.12\" hostName: \"restart-dn2-1.restart_net\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"b58bbc34-02fc-4a11-820b-caeae3fadb41\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: -5364987599507404271 leastSigBits: -9075937513839076543 } level: 3 id { uuid { mostSigBits: -5364987599507404271 leastSigBits: -9075937513839076543 } } } cmdId: 1786355056294 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-10 09:44:19,428 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"b58bbc34-02fc-4a11-820b-caeae3fadb41","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:44:19,432 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"b58bbc34-02fc-4a11-820b-caeae3fadb41","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:44:19,688 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.14 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-10 09:44:20,088 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:20,656 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"b58bbc34-02fc-4a11-820b-caeae3fadb41","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:44:20,677 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.15 | op=GET_PIPELINE {"pipelineID":"7ce57b7f-e889-4fdf-a823-fe626a444669"} | ret=SUCCESS |  
2026-08-10 09:44:21,090 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:22,093 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:23,095 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:24,097 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:25,099 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:25,745 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"b58bbc34-02fc-4a11-820b-caeae3fadb41","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-10 09:44:26,101 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:27,104 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:28,106 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-10 09:44:29,108 | INFO  | SCMAudit | user=hadoop | ip=10.9.0.17 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
