2024-03-24 12:03:42,983 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=2, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-03-24 12:03:42,982 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=1, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-03-24 12:03:42,991 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=3, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-03-24 12:03:42,992 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=5, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-03-24 12:03:43,009 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=4, containerType=KeyValueContainer} | ret=SUCCESS |  
2024-03-24 12:03:47,258 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=5} | ret=SUCCESS |  
2024-03-24 12:03:47,312 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=4} | ret=SUCCESS |  
2024-03-24 12:03:47,449 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=2} | ret=SUCCESS |  
2024-03-24 12:03:47,593 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=3} | ret=SUCCESS |  
2024-03-24 12:03:47,635 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=1} | ret=SUCCESS |  
