2024-10-13 16:39:54,463 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1728837530544, modificationTime=1728837530544, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1, Transaction=1} | ret=SUCCESS |  
2024-10-13 16:39:54,490 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/om@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1728837534420, bucketEncryptionKey=null, modificationTime=1728837534420, usedBytes=0, usedNamespace=0, owner=testuser, replicationType=null, replicationConfig=null, quotaInBytes=-1, quotaInNamespace=-1, Transaction=3} | ret=SUCCESS |  
2024-10-13 16:39:54,561 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/9, dataSize=268435456, replicationType=NONE, Transaction=5} | ret=SUCCESS |  
2024-10-13 16:39:54,567 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/1, dataSize=268435456, replicationType=NONE, Transaction=6} | ret=SUCCESS |  
2024-10-13 16:39:54,570 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/8, dataSize=268435456, replicationType=NONE, Transaction=7} | ret=SUCCESS |  
2024-10-13 16:39:54,572 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/5, dataSize=268435456, replicationType=NONE, Transaction=8} | ret=SUCCESS |  
2024-10-13 16:39:54,578 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/2, dataSize=268435456, replicationType=NONE, Transaction=11} | ret=SUCCESS |  
2024-10-13 16:39:54,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/0, dataSize=268435456, replicationType=NONE, Transaction=13} | ret=SUCCESS |  
2024-10-13 16:39:54,586 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/3, dataSize=268435456, replicationType=NONE, Transaction=14} | ret=SUCCESS |  
2024-10-13 16:39:54,589 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/4, dataSize=268435456, replicationType=NONE, Transaction=17} | ret=SUCCESS |  
2024-10-13 16:39:54,592 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=jqpnu8i4rl/6, dataSize=268435456, replicationType=NONE, Transaction=18} | ret=SUCCESS |  
