2026-04-06 06:44:31,431 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-04-06 06:44:31,431 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION {} | ret=SUCCESS |  
2026-04-06 06:44:31,431 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION {} | ret=SUCCESS |  
2026-04-06 06:44:33,243 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=REGISTER {"datanodeDetails":"bcd4d1e9-da3b-4d5e-8402-861a8fa4eabb(ab1c2ddcd7f7/172.18.0.9)"} | ret=SUCCESS |  
2026-04-06 06:44:33,328 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=REGISTER {"datanodeDetails":"8a5a6f92-d218-4e54-b764-976447a11dd3(9f2f0d06b143/172.18.0.8)"} | ret=SUCCESS |  
2026-04-06 06:44:33,437 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {"datanodeDetails":"ce471eeb-44c4-485c-afec-5080ac083a88(f630530e5b16/172.18.0.3)"} | ret=SUCCESS |  
2026-04-06 06:44:35,078 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"8a5a6f92-d218-4e54-b764-976447a11dd3","command":"[]"} | ret=SUCCESS |  
2026-04-06 06:44:35,079 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"bcd4d1e9-da3b-4d5e-8402-861a8fa4eabb","command":"[]"} | ret=SUCCESS |  
2026-04-06 06:44:35,399 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"ce471eeb-44c4-485c-afec-5080ac083a88","command":"[]"} | ret=SUCCESS |  
2026-04-06 06:44:37,100 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-04-06 06:44:37,518 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=LIST_PIPELINE {} | ret=SUCCESS |  
