2023-07-13 19:12:15,081 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-13 19:12:15,638 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-13 19:12:27,053 | INFO  | OMAudit | user=scm/scm@EXAMPLE.COM | ip=172.25.0.116 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-13 19:13:17,999 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.25.0.115 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-13 19:13:30,668 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-13 19:13:32,253 | ERROR | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=vol1} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume vol1 is not found
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2478)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2451) 
2023-07-13 19:13:32,846 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1689275612458, modificationTime=1689275612458, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-07-13 19:13:32,909 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-13 19:13:32,975 | ERROR | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2523)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2493) 
2023-07-13 19:13:33,201 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/s3g@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1689275613120, bucketEncryptionKey=null, modificationTime=1689275613120, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-07-13 19:13:33,215 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-13 19:13:33,223 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-13 19:13:33,571 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-13 19:13:34,682 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=ockg/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-07-13 19:13:41,787 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=ockg/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-07-13 19:13:50,294 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-13 19:13:52,282 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-13 19:13:52,322 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-13 19:13:52,332 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-13 19:13:52,468 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.114 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
