2026-08-07 07:05:47,567 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:48,617 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:49,594 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-07 07:05:49,629 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:50,633 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:50,950 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {"datanodeDetails":"23867486-6bad-4e6e-b042-817196695d5d(eaf7ad2301c4/172.18.0.6)"} | ret=SUCCESS |  
2026-08-07 07:05:51,376 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-07 07:05:51,636 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:51,710 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-08-07 07:05:51,782 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-08-07 07:05:52,141 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {"datanodeUUID":"23867486-6bad-4e6e-b042-817196695d5d","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"0abe2b05-6710-4fb1-a7e8-3f43afad2adf\" uuid128 { mostSigBits: 774103488158257073 leastSigBits: -6347754114835993889 } } type: RATIS factor: ONE datanode { uuid: \"23867486-6bad-4e6e-b042-817196695d5d\" ipAddress: \"172.18.0.6\" hostName: \"compatibility-datanode-1.compatibility_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"23867486-6bad-4e6e-b042-817196695d5d\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: 2559861558887665262 leastSigBits: -5745887849716556451 } level: 3 id { uuid { mostSigBits: 2559861558887665262 leastSigBits: -5745887849716556451 } } } cmdId: 1786086350953 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-07 07:05:52,641 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:53,644 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:54,648 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-07 07:05:55,202 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-07 07:06:22,053 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {"datanodeUUID":"23867486-6bad-4e6e-b042-817196695d5d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-07 07:06:22,099 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {"datanodeUUID":"23867486-6bad-4e6e-b042-817196695d5d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-07 07:06:22,102 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {"datanodeUUID":"23867486-6bad-4e6e-b042-817196695d5d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-07 07:06:23,225 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {"datanodeUUID":"23867486-6bad-4e6e-b042-817196695d5d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-07 07:06:23,352 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=ALLOCATE_BLOCK {"replication":"RATIS/ONE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 117883640217600001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
