2023-09-23 09:54:15,503 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:54:16,769 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=vol1} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume vol1 is not found
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2487)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2460) 
2023-09-23 09:54:16,984 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1695462856889, modificationTime=1695462856889, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-09-23 09:54:17,008 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-09-23 09:54:17,033 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2532)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2502) 
2023-09-23 09:54:17,085 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462857062, bucketEncryptionKey=null, modificationTime=1695462857062, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:54:17,090 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-09-23 09:54:17,099 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-09-23 09:54:17,190 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-09-23 09:54:17,462 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=EfLQSCRZ6k/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-09-23 09:54:18,759 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.20.0.7 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:54:22,402 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=EfLQSCRZ6k/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-09-23 09:54:28,329 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:54:29,356 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-09-23 09:54:29,385 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-09-23 09:54:29,598 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_KEY {volume=vol1, bucket=bucket1, key=EfLQSCRZ6k/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-09-23 09:54:29,796 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-09-23 09:54:29,799 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-09-23 09:54:29,808 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_KEY {volume=vol1, bucket=bucket1, key=EfLQSCRZ6k/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-09-23 09:54:31,613 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-09-23 09:54:31,617 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-09-23 09:54:31,629 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_KEY {volume=vol1, bucket=bucket1, key=EfLQSCRZ6k/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-09-23 09:54:52,119 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:54:53,308 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=82376-source, creationTime=1695462893304, modificationTime=1695462893304, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854772992, updateID=11} | ret=SUCCESS |  
2023-09-23 09:54:57,883 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:54:59,075 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=82376-target, creationTime=1695462899071, modificationTime=1695462899071, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854772480, updateID=13} | ret=SUCCESS |  
2023-09-23 09:55:03,670 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:04,640 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-source} | ret=SUCCESS |  
2023-09-23 09:55:04,715 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-source, bucket=readable-bucket, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462904711, bucketEncryptionKey=null, modificationTime=1695462904711, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:55:09,395 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:10,517 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-source} | ret=SUCCESS |  
2023-09-23 09:55:10,542 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=82376-source, bucket=readable-bucket} | ret=SUCCESS |  
2023-09-23 09:55:10,599 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=82376-source, bucket=readable-bucket} | ret=SUCCESS |  
2023-09-23 09:55:10,666 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=ALLOCATE_KEY {volume=82376-source, bucket=readable-bucket, key=key-in-readable-bucket, dataSize=988, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-09-23 09:55:12,952 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=COMMIT_KEY {volume=82376-source, bucket=readable-bucket, key=key-in-readable-bucket, dataSize=988, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-09-23 09:55:17,900 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:19,003 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-source} | ret=SUCCESS |  
2023-09-23 09:55:19,111 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-source, bucket=unreadable-bucket, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462919108, bucketEncryptionKey=null, modificationTime=1695462919108, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:55:23,277 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:24,469 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-target} | ret=SUCCESS |  
2023-09-23 09:55:24,550 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-target, bucket=link-to-unreadable-bucket, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS], world:WORLD:rw[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462924547, bucketEncryptionKey=null, modificationTime=1695462924547, sourceVolume=82376-source, sourceBucket=unreadable-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:55:29,293 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:30,511 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=ADD_ACL {resourceType=volume, storageType=ozone, volume=82376-target, bucket=null, key=null, acl=[user:testuser2:r[DEFAULT]]} | ret=SUCCESS |  
2023-09-23 09:55:35,129 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:36,113 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-target} | ret=SUCCESS |  
2023-09-23 09:55:36,179 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-target, bucket=readable-link, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS], world:WORLD:rw[ACCESS], user:testuser2:r[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462936175, bucketEncryptionKey=null, modificationTime=1695462936175, sourceVolume=82376-source, sourceBucket=readable-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:55:40,874 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:41,895 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-target} | ret=SUCCESS |  
2023-09-23 09:55:41,963 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-target, bucket=readable-link2, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS], world:WORLD:rw[ACCESS], user:testuser2:r[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462941959, bucketEncryptionKey=null, modificationTime=1695462941959, sourceVolume=82376-source, sourceBucket=readable-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:55:46,642 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:47,802 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=ADD_ACL {resourceType=volume, storageType=ozone, volume=82376-source, bucket=null, key=null, acl=[user:testuser2:rl[ACCESS]]} | ret=SUCCESS |  
2023-09-23 09:55:52,699 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:53,740 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=ADD_ACL {resourceType=bucket, storageType=ozone, volume=82376-source, bucket=readable-bucket, key=null, acl=[user:testuser2:rl[ACCESS]]} | ret=SUCCESS |  
2023-09-23 09:55:58,438 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:55:59,597 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-target} | ret=SUCCESS |  
2023-09-23 09:55:59,738 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-target, bucket=dangling-link, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS], world:WORLD:rw[ACCESS], user:testuser2:r[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462959732, bucketEncryptionKey=null, modificationTime=1695462959732, sourceVolume=82376-source, sourceBucket=no-such-bucket, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:56:04,357 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:56:05,413 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-target} | ret=SUCCESS |  
2023-09-23 09:56:05,442 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_BUCKET {volume=82376-target, bucket=dangling-link} | ret=SUCCESS |  
2023-09-23 09:56:09,663 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:56:10,795 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-target} | ret=SUCCESS |  
2023-09-23 09:56:10,875 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=CREATE_BUCKET {volume=82376-target, bucket=link1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS], world:WORLD:rw[ACCESS], user:testuser2:r[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1695462970871, bucketEncryptionKey=null, modificationTime=1695462970871, sourceVolume=82376-source, sourceBucket=bucket1, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-09-23 09:56:15,111 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-09-23 09:56:16,242 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.20.0.5 | op=READ_VOLUME {volume=82376-source} | ret=SUCCESS |  
