2026-03-12 18:39:58,353 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-12 18:39:58,353 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-12 18:39:58,352 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_VERSION {} | ret=SUCCESS |  
2026-03-12 18:39:59,917 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=REGISTER {"datanodeDetails":"48a5aa0b-9571-4267-a024-6d1b0b52003d(b18dfef3b2e0/172.18.0.8)"} | ret=SUCCESS |  
2026-03-12 18:40:00,106 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=REGISTER {"datanodeDetails":"41563ba6-b921-4d69-87e7-b99a69a514b0(b2efe8c2578e/172.18.0.5)"} | ret=SUCCESS |  
2026-03-12 18:40:00,485 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=REGISTER {"datanodeDetails":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7(9fc17d64f5ca/172.18.0.9)"} | ret=SUCCESS |  
2026-03-12 18:40:01,930 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:01,973 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:02,366 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:03,037 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-03-12 18:40:03,134 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-03-12 18:40:03,281 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-03-12 18:40:03,711 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:03,742 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:03,826 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:03,880 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:05,108 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:06,112 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:07,115 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-03-12 18:40:07,117 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:08,121 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:08,709 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:08,741 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:08,933 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:08,934 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:08,942 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:08,978 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:09,003 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:09,003 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:09,008 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:09,123 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:10,126 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:11,129 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:12,131 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:13,133 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:13,941 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:13,988 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:14,006 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:14,135 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:15,138 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:16,140 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:17,142 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:18,144 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:18,941 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"48a5aa0b-9571-4267-a024-6d1b0b52003d","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:18,989 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=SEND_HEARTBEAT {"datanodeUUID":"41563ba6-b921-4d69-87e7-b99a69a514b0","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:19,006 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"306a9bff-eb0a-4cd4-a6e5-268917ff43a7","term":"2","command":"[]"} | ret=SUCCESS |  
2026-03-12 18:40:19,146 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:20,148 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:21,150 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-03-12 18:40:22,152 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
