2023-10-27 23:30:22,245 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-27 23:30:22,931 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=CREATE_VOLUME {admin=hadoop, owner=hadoop, volume=voli9kby, creationTime=1698449422855, modificationTime=1698449422855, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-10-27 23:30:26,756 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-27 23:30:27,167 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=READ_VOLUME {volume=voli9kby} | ret=SUCCESS |  
2023-10-27 23:30:27,253 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=CREATE_BUCKET {volume=voli9kby, bucket=default, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1698449427236, bucketEncryptionKey=null, modificationTime=1698449427236, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-10-27 23:30:30,816 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-27 23:30:31,531 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=READ_VOLUME {volume=voli9kby} | ret=SUCCESS |  
2023-10-27 23:30:31,649 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=CREATE_BUCKET {volume=voli9kby, bucket=ratis, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1698449431644, bucketEncryptionKey=null, modificationTime=1698449431644, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-10-27 23:30:35,762 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-27 23:30:36,247 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=READ_VOLUME {volume=voli9kby} | ret=SUCCESS |  
2023-10-27 23:30:36,327 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=CREATE_BUCKET {volume=voli9kby, bucket=ecbucket, bucketLayout=LEGACY, gdprEnabled=null, acls=[user:hadoop:a[ACCESS], group:hadoop:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1698449436323, bucketEncryptionKey=null, modificationTime=1698449436323, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-10-27 23:30:40,540 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-10-27 23:30:40,970 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=READ_VOLUME {volume=voli9kby} | ret=SUCCESS |  
2023-10-27 23:30:40,999 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=READ_BUCKET {volume=voli9kby, bucket=default} | ret=SUCCESS |  
2023-10-27 23:30:41,085 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=READ_BUCKET {volume=voli9kby, bucket=default} | ret=SUCCESS |  
2023-10-27 23:30:41,552 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=ALLOCATE_KEY {volume=voli9kby, bucket=default, key=3mb, dataSize=3145728, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-10-27 23:30:45,158 | INFO  | OMAudit | user=hadoop | ip=172.24.0.4 | op=COMMIT_KEY {volume=voli9kby, bucket=default, key=3mb, dataSize=3145728, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-10-27 23:30:45,417 | INFO  | OMAudit | user=hadoop | ip=172.24.0.15 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
