2026-08-08 08:17:37,181 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 08:17:37,360 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 08:17:38,627 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {"datanodeDetails":"22594950-6a7f-45c1-a9c6-36a1e531e6ba(f3d8c6a2acfa/172.25.0.103)"} | ret=SUCCESS |  
2026-08-08 08:17:39,010 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {"datanodeDetails":"06820f7c-584c-4087-91a9-c2ca240d2618(d55820dbbdf3/172.25.0.102)"} | ret=SUCCESS |  
2026-08-08 08:17:40,061 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:40,215 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-08 08:17:40,234 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:40,241 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:40,843 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:41,011 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:41,036 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:41,622 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=REGISTER {"datanodeDetails":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe(302758de248b/172.25.0.104)"} | ret=SUCCESS |  
2026-08-08 08:17:41,837 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:42,740 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:43,223 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:43,444 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:43,462 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:44,744 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:45,159 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:46,294 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:46,747 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:47,106 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:47,509 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:47,778 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {"datanodeUUID":"fe62414b-6ae4-4ead-8877-efb95bf2d9fe","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:48,015 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {"datanodeUUID":"22594950-6a7f-45c1-a9c6-36a1e531e6ba","command":"[]"} | ret=SUCCESS |  
2026-08-08 08:17:48,437 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {"datanodeUUID":"06820f7c-584c-4087-91a9-c2ca240d2618","command":"[]"} | ret=SUCCESS |  
