2026-07-17 22:27:52,906 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.13 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-07-17 22:27:53,937 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.13 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-07-17 22:27:54,765 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.14 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,766 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,766 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,767 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,768 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,768 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,768 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,771 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.14 | op=GET_VERSION {} | ret=SUCCESS |  
2026-07-17 22:27:54,940 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.13 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-07-17 22:27:55,311 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {"datanodeDetails":"b6485c7b-5be8-4901-a757-192038038c56(9018cedcdf55/172.18.0.3)"} | ret=SUCCESS |  
2026-07-17 22:27:55,944 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.13 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-07-17 22:27:56,215 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=REGISTER {"datanodeDetails":"dd7e0618-0a01-436c-b7fc-88c59d58637a(24da9af4b858/172.18.0.9)"} | ret=SUCCESS |  
2026-07-17 22:27:56,663 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.14 | op=REGISTER {"datanodeDetails":"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da(ac5877d73f7c/172.18.0.14)"} | ret=SUCCESS |  
2026-07-17 22:27:56,725 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=REGISTER {"datanodeDetails":"8ac4e8d9-b7d6-471b-bb61-751e5f4f97b7(eda9d2752158/172.18.0.11)"} | ret=SUCCESS |  
2026-07-17 22:27:56,858 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.5 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-07-17 22:27:56,948 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.13 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-07-17 22:27:57,071 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {"datanodeDetails":"11ce34ec-7484-4b40-8e35-f0f654ef46e1(6cac6a4ad33b/172.18.0.6)"} | ret=SUCCESS |  
2026-07-17 22:27:57,129 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=REGISTER {"datanodeDetails":"a2e29aa8-c0e3-4822-a413-81e437a0888b(27b69a12aa35/172.18.0.10)"} | ret=SUCCESS |  
2026-07-17 22:27:57,324 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"b6485c7b-5be8-4901-a757-192038038c56","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"3ed3dfc8-c080-4e9f-bcc8-11f67c41039f\" uuid128 { mostSigBits: 4527208103753567903 leastSigBits: -4843601648892705889 } } type: RATIS factor: THREE datanode { uuid: \"dd7e0618-0a01-436c-b7fc-88c59d58637a\" ipAddress: \"172.18.0.9\" hostName: \"ozone-balancer-datanode3-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"dd7e0618-0a01-436c-b7fc-88c59d58637a\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -2486543243945098388 leastSigBits: -5189122288307903622 } level: 3 id { uuid { mostSigBits: -2486543243945098388 leastSigBits: -5189122288307903622 } } } datanode { uuid: \"b6485c7b-5be8-4901-a757-192038038c56\" ipAddress: \"172.18.0.3\" hostName: \"ozone-balancer-datanode6-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"b6485c7b-5be8-4901-a757-192038038c56\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -5311894075590817535 leastSigBits: -6388609920232354730 } level: 3 id { uuid { mostSigBits: -5311894075590817535 leastSigBits: -6388609920232354730 } } } datanode { uuid: \"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da\" ipAddress: \"172.18.0.14\" hostName: \"ozone-balancer-datanode2-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: 4997426577783800055 leastSigBits: -4674213473347963686 } level: 3 id { uuid { mostSigBits: 4997426577783800055 leastSigBits: -4674213473347963686 } } } cmdId: 1784327276680 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-07-17 22:27:57,950 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.13 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-07-17 22:27:58,197 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"dd7e0618-0a01-436c-b7fc-88c59d58637a","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"3ed3dfc8-c080-4e9f-bcc8-11f67c41039f\" uuid128 { mostSigBits: 4527208103753567903 leastSigBits: -4843601648892705889 } } type: RATIS factor: THREE datanode { uuid: \"dd7e0618-0a01-436c-b7fc-88c59d58637a\" ipAddress: \"172.18.0.9\" hostName: \"ozone-balancer-datanode3-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"dd7e0618-0a01-436c-b7fc-88c59d58637a\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -2486543243945098388 leastSigBits: -5189122288307903622 } level: 3 id { uuid { mostSigBits: -2486543243945098388 leastSigBits: -5189122288307903622 } } } datanode { uuid: \"b6485c7b-5be8-4901-a757-192038038c56\" ipAddress: \"172.18.0.3\" hostName: \"ozone-balancer-datanode6-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"b6485c7b-5be8-4901-a757-192038038c56\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -5311894075590817535 leastSigBits: -6388609920232354730 } level: 3 id { uuid { mostSigBits: -5311894075590817535 leastSigBits: -6388609920232354730 } } } datanode { uuid: \"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da\" ipAddress: \"172.18.0.14\" hostName: \"ozone-balancer-datanode2-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: 4997426577783800055 leastSigBits: -4674213473347963686 } level: 3 id { uuid { mostSigBits: 4997426577783800055 leastSigBits: -4674213473347963686 } } } cmdId: 1784327276680 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-07-17 22:27:58,659 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.14 | op=SEND_HEARTBEAT {"datanodeUUID":"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"3ed3dfc8-c080-4e9f-bcc8-11f67c41039f\" uuid128 { mostSigBits: 4527208103753567903 leastSigBits: -4843601648892705889 } } type: RATIS factor: THREE datanode { uuid: \"dd7e0618-0a01-436c-b7fc-88c59d58637a\" ipAddress: \"172.18.0.9\" hostName: \"ozone-balancer-datanode3-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"dd7e0618-0a01-436c-b7fc-88c59d58637a\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -2486543243945098388 leastSigBits: -5189122288307903622 } level: 3 id { uuid { mostSigBits: -2486543243945098388 leastSigBits: -5189122288307903622 } } } datanode { uuid: \"b6485c7b-5be8-4901-a757-192038038c56\" ipAddress: \"172.18.0.3\" hostName: \"ozone-balancer-datanode6-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"b6485c7b-5be8-4901-a757-192038038c56\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: -5311894075590817535 leastSigBits: -6388609920232354730 } level: 3 id { uuid { mostSigBits: -5311894075590817535 leastSigBits: -6388609920232354730 } } } datanode { uuid: \"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da\" ipAddress: \"172.18.0.14\" hostName: \"ozone-balancer-datanode2-1.ozone-balancer_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"STANDALONE\" value: 9859 } networkName: \"455a6cfe-b7e6-40f7-bf21-db9c6cbff4da\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 3 uuid128 { mostSigBits: 4997426577783800055 leastSigBits: -4674213473347963686 } level: 3 id { uuid { mostSigBits: 4997426577783800055 leastSigBits: -4674213473347963686 } } } cmdId: 1784327276680 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
