2025-10-07 17:40:25,358 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2025-10-07 17:40:41,038 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.10 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2025-10-07 17:40:41,137 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.2 | op=REGISTER {"datanodeDetails":"77c81d75-0301-42da-b3ef-9e220519d3ab(dn/172.18.0.2)"} | ret=SUCCESS |  
2025-10-07 17:40:41,350 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:41,552 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=REGISTER {"datanodeDetails":"49be2f8a-1528-41b3-9f97-cf712f342c57(dn/172.18.0.11)"} | ret=SUCCESS |  
2025-10-07 17:40:41,854 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"762e511e-a00d-4ddd-95b7-2870037813dc\" uuid128 { mostSigBits: 8515833137380281821 leastSigBits: -7658608179760589860 } } type: RATIS factor: THREE datanode { uuid: \"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9\" ipAddress: \"172.18.0.12\" hostName: \"ozonesecure-datanode-2.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"3\" networkName: \"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8859112175154383609 leastSigBits: -7260365229095389751 } level: 3 id { uuid { mostSigBits: 8859112175154383609 leastSigBits: -7260365229095389751 } } } datanode { uuid: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" ipAddress: \"172.18.0.11\" hostName: \"ozonesecure-datanode-3.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"7\" networkName: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } level: 3 id { uuid { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } } } datanode { uuid: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" ipAddress: \"172.18.0.2\" hostName: \"ozonesecure-datanode-1.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"5\" networkName: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } level: 3 id { uuid { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } } } cmdId: 1759858838586 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2025-10-07 17:40:42,354 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:43,101 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"77c81d75-0301-42da-b3ef-9e220519d3ab","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"204746ec-bdb5-4260-a7cf-f4bd1ac706d9\" uuid128 { mostSigBits: 2325905715169149536 leastSigBits: -6354591456161233191 } } type: RATIS factor: ONE datanode { uuid: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" ipAddress: \"172.18.0.2\" hostName: \"ozonesecure-datanode-1.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"5\" networkName: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } level: 3 id { uuid { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } } } cmdId: 1759858838584 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0, commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"762e511e-a00d-4ddd-95b7-2870037813dc\" uuid128 { mostSigBits: 8515833137380281821 leastSigBits: -7658608179760589860 } } type: RATIS factor: THREE datanode { uuid: \"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9\" ipAddress: \"172.18.0.12\" hostName: \"ozonesecure-datanode-2.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"3\" networkName: \"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8859112175154383609 leastSigBits: -7260365229095389751 } level: 3 id { uuid { mostSigBits: 8859112175154383609 leastSigBits: -7260365229095389751 } } } datanode { uuid: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" ipAddress: \"172.18.0.11\" hostName: \"ozonesecure-datanode-3.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"7\" networkName: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } level: 3 id { uuid { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } } } datanode { uuid: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" ipAddress: \"172.18.0.2\" hostName: \"ozonesecure-datanode-1.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"5\" networkName: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } level: 3 id { uuid { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } } } cmdId: 1759858838586 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2025-10-07 17:40:43,357 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:43,500 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"49be2f8a-1528-41b3-9f97-cf712f342c57","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"531e84a8-0c45-4a55-819f-d58ee3be8f0e\" uuid128 { mostSigBits: 5989370411744578133 leastSigBits: -9106325111836864754 } } type: RATIS factor: ONE datanode { uuid: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" ipAddress: \"172.18.0.11\" hostName: \"ozonesecure-datanode-3.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"7\" networkName: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } level: 3 id { uuid { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } } } cmdId: 1759858838585 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0, commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"762e511e-a00d-4ddd-95b7-2870037813dc\" uuid128 { mostSigBits: 8515833137380281821 leastSigBits: -7658608179760589860 } } type: RATIS factor: THREE datanode { uuid: \"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9\" ipAddress: \"172.18.0.12\" hostName: \"ozonesecure-datanode-2.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"3\" networkName: \"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8859112175154383609 leastSigBits: -7260365229095389751 } level: 3 id { uuid { mostSigBits: 8859112175154383609 leastSigBits: -7260365229095389751 } } } datanode { uuid: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" ipAddress: \"172.18.0.11\" hostName: \"ozonesecure-datanode-3.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"7\" networkName: \"49be2f8a-1528-41b3-9f97-cf712f342c57\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } level: 3 id { uuid { mostSigBits: 5313736880450716083 leastSigBits: -6946855815165498281 } } } datanode { uuid: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" ipAddress: \"172.18.0.2\" hostName: \"ozonesecure-datanode-1.ozonesecure_default\" ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS\" value: 9858 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"STANDALONE\" value: 9859 } certSerialId: \"5\" networkName: \"77c81d75-0301-42da-b3ef-9e220519d3ab\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 2 uuid128 { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } level: 3 id { uuid { mostSigBits: 8631181074254349018 leastSigBits: -5480988352534948949 } } } cmdId: 1759858838586 priority: 1 priority: 0 priority: 0 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2025-10-07 17:40:44,216 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"77c81d75-0301-42da-b3ef-9e220519d3ab","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:44,225 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.10 | op=GET_PIPELINE {"pipelineID":"204746ec-bdb5-4260-a7cf-f4bd1ac706d9"} | ret=SUCCESS |  
2025-10-07 17:40:44,280 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"77c81d75-0301-42da-b3ef-9e220519d3ab","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:44,298 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.10 | op=GET_PIPELINE {"pipelineID":"762e511e-a00d-4ddd-95b7-2870037813dc"} | ret=SUCCESS |  
2025-10-07 17:40:44,360 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:44,734 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"49be2f8a-1528-41b3-9f97-cf712f342c57","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:44,740 | INFO  | SCMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.10 | op=GET_PIPELINE {"pipelineID":"531e84a8-0c45-4a55-819f-d58ee3be8f0e"} | ret=SUCCESS |  
2025-10-07 17:40:44,855 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"49be2f8a-1528-41b3-9f97-cf712f342c57","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:44,886 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:45,362 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:46,367 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:46,969 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:47,369 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:48,371 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:49,324 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"77c81d75-0301-42da-b3ef-9e220519d3ab","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:49,375 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:40:49,910 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"49be2f8a-1528-41b3-9f97-cf712f342c57","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:50,128 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:40:50,377 | INFO  | SCMAudit | user=HTTP/scm@EXAMPLE.COM | ip=172.18.0.7 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2025-10-07 17:41:02,797 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600001]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:03,803 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"7af1e395-f16a-4af9-9b3e-004a8c2bf5c9","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:41:03,954 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"49be2f8a-1528-41b3-9f97-cf712f342c57","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:41:03,960 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.18.0.2 | op=SEND_HEARTBEAT {"datanodeUUID":"77c81d75-0301-42da-b3ef-9e220519d3ab","term":"2","command":"[]"} | ret=SUCCESS |  
2025-10-07 17:41:04,714 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600002]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:05,368 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=GET_CONTAINER_WITH_PIPELINE_BATCH {"containerIDs":"#1,"} | ret=SUCCESS |  
2025-10-07 17:41:07,437 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600003]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:08,538 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600004]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:08,620 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600005]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:08,699 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600006]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:08,871 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600007]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:08,894 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600008]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:09,755 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600009]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:09,774 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600010]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:10,319 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600011]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
2025-10-07 17:41:10,769 | INFO  | SCMAudit | user=om/om@EXAMPLE.COM | ip=172.18.0.6 | op=ALLOCATE_BLOCK {"replication":"RATIS/THREE","owner":"omServiceIdDefault","size":"268435456","sampleBlocks":"[conID: 1 locID: 115816896921600012]","num":"1","client":"","allocated":"1"} | ret=SUCCESS |  
