2023-07-25 09:20:11,085 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-25 09:20:12,225 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=FAILURE | VOLUME_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Volume vol1 is not found
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2478)
	at org.apache.hadoop.ozone.om.OzoneManager.getVolumeOwner(OzoneManager.java:2451) 
2023-07-25 09:20:12,405 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=CREATE_VOLUME {admin=testuser, owner=testuser, volume=vol1, creationTime=1690276812290, modificationTime=1690276812290, quotaInBytes=-1, quotaInNamespace=-1, usedNamespace=0, objectID=-9223372036854775552, updateID=1} | ret=SUCCESS |  
2023-07-25 09:20:12,434 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-25 09:20:12,460 | ERROR | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=FAILURE | BUCKET_NOT_FOUND org.apache.hadoop.ozone.om.exceptions.OMException: Bucket not found
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2523)
	at org.apache.hadoop.ozone.om.OzoneManager.getBucketOwner(OzoneManager.java:2493) 
2023-07-25 09:20:12,533 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=CREATE_BUCKET {volume=vol1, bucket=bucket1, bucketLayout=FILE_SYSTEM_OPTIMIZED, gdprEnabled=null, acls=[user:testuser/scm@EXAMPLE.COM:a[ACCESS], group:testuser:a[ACCESS]], isVersionEnabled=false, storageType=DISK, creationTime=1690276812511, bucketEncryptionKey=null, modificationTime=1690276812511, usedBytes=0, usedNamespace=0} | ret=SUCCESS |  
2023-07-25 09:20:12,538 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-25 09:20:12,545 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-25 09:20:12,602 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-25 09:20:12,857 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=ALLOCATE_KEY {volume=vol1, bucket=bucket1, key=HDzJgysXjG/0, dataSize=10240, replicationType=NONE, replicationFactor=ZERO} | ret=SUCCESS |  
2023-07-25 09:20:17,087 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=COMMIT_KEY {volume=vol1, bucket=bucket1, key=HDzJgysXjG/0, dataSize=10240, replicationType=RATIS, replicationFactor=THREE} | ret=SUCCESS |  
2023-07-25 09:20:18,151 | INFO  | OMAudit | user=recon/recon@EXAMPLE.COM | ip=172.18.0.3 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-25 09:20:24,866 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-25 09:20:26,909 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-25 09:20:26,944 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-25 09:20:27,164 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_KEY {volume=vol1, bucket=bucket1, key=HDzJgysXjG/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-07-25 09:20:27,241 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-25 09:20:27,246 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-25 09:20:27,260 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_KEY {volume=vol1, bucket=bucket1, key=HDzJgysXjG/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-07-25 09:20:29,069 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-25 09:20:29,074 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_BUCKET {volume=vol1, bucket=bucket1} | ret=SUCCESS |  
2023-07-25 09:20:29,092 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_KEY {volume=vol1, bucket=bucket1, key=HDzJgysXjG/0, dataSize=0, replicationConfig=null} | ret=SUCCESS |  
2023-07-25 09:20:44,579 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=GET_SERVICE_LIST {} | ret=SUCCESS |  
2023-07-25 09:20:46,612 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
2023-07-25 09:20:46,645 | INFO  | OMAudit | user=testuser/scm@EXAMPLE.COM | ip=172.18.0.8 | op=READ_VOLUME {volume=vol1} | ret=SUCCESS |  
