2024-05-31 20:41:42,108 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2024-05-31 20:55:27,944 OK[op=GET_METADATA, key=key1, user=om] 
2024-05-31 20:55:28,178 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2024-05-31 20:55:30,760 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2024-05-31 20:55:38,688 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10511ms] 
2024-05-31 20:55:41,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=16, interval=10926ms] 
2024-05-31 20:56:04,394 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2024-05-31 20:56:14,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=10292ms] 
2024-05-31 20:56:24,751 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=20357ms] 
2024-05-31 20:56:24,753 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=2ms] 
2024-05-31 20:56:35,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=31292ms] 
2024-05-31 20:56:46,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=11, interval=42292ms] 
2024-05-31 20:56:57,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=12, interval=53292ms] 
2024-05-31 20:57:08,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=64292ms] 
2024-05-31 20:57:18,709 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=74315ms] 
2024-05-31 20:57:18,709 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2024-05-31 20:57:28,935 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=4, interval=84541ms] 
2024-05-31 20:57:28,936 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2024-05-31 20:57:39,316 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=14, interval=94922ms] 
2024-05-31 20:57:39,316 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2024-05-31 20:57:49,686 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=105292ms] 
2024-05-31 20:57:59,967 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=9, interval=115573ms] 
2024-05-31 20:57:59,967 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
