2022-06-13 01:34:24,459 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-06-13 01:34:24,505 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.7 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-13 01:34:24,517 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-13 01:34:24,518 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.8 | op=GET_VERSION null | ret=SUCCESS |  
2022-06-13 01:34:25,187 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=LIST_PIPELINE null | ret=SUCCESS |  
2022-06-13 01:34:25,188 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.6 | op=IN_SAFE_MODE null | ret=SUCCESS |  
2022-06-13 01:34:25,764 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.4 | op=LIST_PIPELINE null | ret=SUCCESS |  
2022-06-13 01:34:26,369 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.7 | op=REGISTER {datanodeDetails=f11b9102-4081-4c2c-8f4f-0e9cbdcf617a{ip: 172.22.0.7, host: a32e36690449, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-13 01:34:26,439 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=REGISTER {datanodeDetails=e04ef72a-9f91-43eb-9f74-037d653bc92c{ip: 172.22.0.9, host: 96e570c4f437, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-13 01:34:27,030 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.8 | op=REGISTER {datanodeDetails=c1701e06-deaf-4493-8853-7bb08ad9cbb4{ip: 172.22.0.8, host: ca7e6c61928d, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-06-13 01:34:28,541 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.9 | op=SEND_HEARTBEAT {datanodeUUID=e04ef72a-9f91-43eb-9f74-037d653bc92c, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "8b087f04-934f-4d2f-a50f-c3da1130650e" uuid128 { mostSigBits: -8428347044995838673 leastSigBits: -6552803591442111218 } } type: RATIS factor: ONE datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066431 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9cd7bf69-4214-4f2d-b637-ed3a7b40c53c" uuid128 { mostSigBits: -7145031824998904019 leastSigBits: -5316519999655852740 } } type: RATIS factor: THREE datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066433 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "053d499a-1ba4-4717-b676-e15f50f831e3" uuid128 { mostSigBits: 377538870006531863 leastSigBits: -5298800112058224157 } } type: RATIS factor: THREE datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066434 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-06-13 01:34:28,555 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.7 | op=SEND_HEARTBEAT {datanodeUUID=f11b9102-4081-4c2c-8f4f-0e9cbdcf617a, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "2131f59f-8524-4736-a7df-31991b2d318e" uuid128 { mostSigBits: 2391962942592796470 leastSigBits: -6350302415913406066 } } type: RATIS factor: ONE datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } cmdId: 1655084066430 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9cd7bf69-4214-4f2d-b637-ed3a7b40c53c" uuid128 { mostSigBits: -7145031824998904019 leastSigBits: -5316519999655852740 } } type: RATIS factor: THREE datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066433 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "053d499a-1ba4-4717-b676-e15f50f831e3" uuid128 { mostSigBits: 377538870006531863 leastSigBits: -5298800112058224157 } } type: RATIS factor: THREE datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066434 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-06-13 01:34:29,031 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.8 | op=SEND_HEARTBEAT {datanodeUUID=c1701e06-deaf-4493-8853-7bb08ad9cbb4, command=[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "ab5b9fe2-5057-4e05-b22d-e5ea41ed65fb" uuid128 { mostSigBits: -6099105475983880699 leastSigBits: -5607573166715214341 } } type: RATIS factor: ONE datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } cmdId: 1655084066432 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "9cd7bf69-4214-4f2d-b637-ed3a7b40c53c" uuid128 { mostSigBits: -7145031824998904019 leastSigBits: -5316519999655852740 } } type: RATIS factor: THREE datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066433 priority: 0 priority: 0 priority: 1 } term: -1 encodedToken: "" , commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: "053d499a-1ba4-4717-b676-e15f50f831e3" uuid128 { mostSigBits: 377538870006531863 leastSigBits: -5298800112058224157 } } type: RATIS factor: THREE datanode { uuid: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" ipAddress: "172.22.0.8" hostName: "xcompat_datanode_3.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "c1701e06-deaf-4493-8853-7bb08ad9cbb4" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -4508070212143201133 leastSigBits: -8623412863310378060 } } datanode { uuid: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" ipAddress: "172.22.0.7" hostName: "xcompat_datanode_1.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "f11b9102-4081-4c2c-8f4f-0e9cbdcf617a" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -1073104647339553748 leastSigBits: -8120255536763543174 } } datanode { uuid: "e04ef72a-9f91-43eb-9f74-037d653bc92c" ipAddress: "172.22.0.9" hostName: "xcompat_datanode_2.xcompat_default" ports { name: "REPLICATION" value: 9886 } ports { name: "RATIS" value: 9858 } ports { name: "RATIS_ADMIN" value: 9857 } ports { name: "RATIS_SERVER" value: 9856 } ports { name: "STANDALONE" value: 9859 } networkName: "e04ef72a-9f91-43eb-9f74-037d653bc92c" networkLocation: "/default-rack" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 uuid128 { mostSigBits: -2283616198592478229 leastSigBits: -6956931687276361428 } } cmdId: 1655084066434 priority: 0 priority: 1 priority: 0 } term: -1 encodedToken: "" ]} | ret=SUCCESS |  
2022-06-13 01:34:29,218 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.5 | op=GET_SCM_INFO null | ret=SUCCESS |  
2022-06-13 01:34:29,368 | INFO  | SCMAudit | user=hadoop | ip=172.22.0.7 | op=SEND_HEARTBEAT {datanodeUUID=f11b9102-4081-4c2c-8f4f-0e9cbdcf617a, command=[]} | ret=SUCCESS |  
