2025-12-01 23:25:54,207 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_VERSION {} | ret=SUCCESS |  
2025-12-01 23:25:54,207 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION {} | ret=SUCCESS |  
2025-12-01 23:25:54,207 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION {} | ret=SUCCESS |  
2025-12-01 23:25:54,208 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_VERSION {} | ret=SUCCESS |  
2025-12-01 23:25:54,207 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=GET_VERSION {} | ret=SUCCESS |  
2025-12-01 23:26:05,200 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=REGISTER {"datanodeDetails":"9fd0d318-d647-4265-baea-64380251604b(ozone-balancer-datanode3-1.ozone-balancer_default/172.18.0.3)"} | ret=SUCCESS |  
2025-12-01 23:26:05,243 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {"datanodeDetails":"c7207a3a-1f2f-48c1-8664-53119565a20d(ozone-balancer-datanode6-1.ozone-balancer_default/172.18.0.4)"} | ret=SUCCESS |  
2025-12-01 23:26:05,556 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=REGISTER {"datanodeDetails":"beac3ed2-99b4-46c6-a865-a40326329aa4(ozone-balancer-datanode1-1.ozone-balancer_default/172.18.0.6)"} | ret=SUCCESS |  
2025-12-01 23:26:05,696 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=REGISTER {"datanodeDetails":"da37c6ab-1109-4797-b992-41d1f4a5425f(ozone-balancer-datanode4-1.ozone-balancer_default/172.18.0.12)"} | ret=SUCCESS |  
2025-12-01 23:26:06,518 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"9fd0d318-d647-4265-baea-64380251604b","command":"[]"} | ret=SUCCESS |  
2025-12-01 23:26:06,520 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c7207a3a-1f2f-48c1-8664-53119565a20d","command":"[]"} | ret=SUCCESS |  
2025-12-01 23:26:06,955 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=SEND_HEARTBEAT {"datanodeUUID":"beac3ed2-99b4-46c6-a865-a40326329aa4","command":"[]"} | ret=SUCCESS |  
2025-12-01 23:26:11,947 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=SEND_HEARTBEAT {"datanodeUUID":"9fd0d318-d647-4265-baea-64380251604b","command":"[]"} | ret=SUCCESS |  
2025-12-01 23:26:25,692 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.12 | op=SEND_HEARTBEAT {"datanodeUUID":"da37c6ab-1109-4797-b992-41d1f4a5425f","command":"[]"} | ret=SUCCESS |  
2025-12-01 23:26:26,482 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c7207a3a-1f2f-48c1-8664-53119565a20d","command":"[]"} | ret=SUCCESS |  
