2026-07-15 06:01:54,283 OK[op=CREATE_KEY, key=key1, user=hadoop] UserProvidedMaterial:false Description:null
2026-07-15 06:15:26,184 OK[op=GET_METADATA, key=key1, user=om] 
2026-07-15 06:15:26,351 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2026-07-15 06:15:37,020 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=10668ms] 
2026-07-15 06:18:07,225 OK[op=GET_METADATA, key=key1, user=om] 
2026-07-15 06:18:07,758 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2026-07-15 06:18:07,792 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:18:18,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=16, interval=10219ms] 
2026-07-15 06:18:18,012 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=10254ms] 
2026-07-15 06:19:07,282 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:19:17,587 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=10305ms] 
2026-07-15 06:19:17,591 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=4ms] 
2026-07-15 06:19:27,704 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=108, interval=20422ms] 
2026-07-15 06:19:27,704 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:19:38,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=15, interval=30729ms] 
2026-07-15 06:19:49,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=41730ms] 
2026-07-15 06:19:59,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=9, interval=51730ms] 
2026-07-15 06:20:09,180 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=61898ms] 
2026-07-15 06:20:09,181 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:20:20,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=10, interval=72729ms] 
2026-07-15 06:20:31,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=7, interval=83729ms] 
2026-07-15 06:20:48,273 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:20:58,611 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=10338ms] 
2026-07-15 06:20:58,612 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=1ms] 
2026-07-15 06:21:09,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=20738ms] 
2026-07-15 06:21:19,157 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=30883ms] 
2026-07-15 06:21:19,157 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:21:29,700 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=5, interval=41427ms] 
2026-07-15 06:21:29,700 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:21:40,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=3, interval=51738ms] 
2026-07-15 06:21:47,377 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2026-07-15 06:21:50,027 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=233, interval=61754ms] 
2026-07-15 06:21:50,028 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:21:58,012 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=10635ms] 
2026-07-15 06:22:00,032 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=479, interval=71759ms] 
2026-07-15 06:22:09,012 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=21634ms] 
2026-07-15 06:22:11,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=387, interval=82738ms] 
2026-07-15 06:22:19,012 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=31635ms] 
2026-07-15 06:22:21,070 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=463, interval=92797ms] 
2026-07-15 06:22:21,070 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:22:29,427 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=42050ms] 
2026-07-15 06:22:29,427 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=0ms] 
2026-07-15 06:22:31,087 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=800, interval=102814ms] 
2026-07-15 06:22:31,088 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:22:40,012 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=2, interval=52635ms] 
2026-07-15 06:22:41,122 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=865, interval=112848ms] 
2026-07-15 06:22:41,122 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:22:51,012 OK[op=GENERATE_EEK, key=key1, user=om, accessCount=1, interval=63635ms] 
2026-07-15 06:22:51,354 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=81, interval=123081ms] 
2026-07-15 06:22:51,354 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:23:01,916 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=8, interval=133643ms] 
2026-07-15 06:23:01,917 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:23:12,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=17, interval=143738ms] 
2026-07-15 06:23:22,850 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=9, interval=154577ms] 
2026-07-15 06:23:22,850 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=1, interval=0ms] 
2026-07-15 06:23:33,012 OK[op=DECRYPT_EEK, key=key1, user=testuser, accessCount=6, interval=164738ms] 
