2025-02-14 14:55:59,283 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=3, containerType=KeyValueContainer} | ret=SUCCESS |  
2025-02-14 14:55:59,283 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=1, containerType=KeyValueContainer} | ret=SUCCESS |  
2025-02-14 14:55:59,283 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=5, containerType=KeyValueContainer} | ret=SUCCESS |  
2025-02-14 14:55:59,283 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=4, containerType=KeyValueContainer} | ret=SUCCESS |  
2025-02-14 14:55:59,286 | INFO  | DNAudit | user=null | ip=null | op=CREATE_CONTAINER {containerID=2, containerType=KeyValueContainer} | ret=SUCCESS |  
2025-02-14 14:56:07,717 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=4} | ret=SUCCESS |  
2025-02-14 14:56:07,788 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=5} | ret=SUCCESS |  
2025-02-14 14:56:07,798 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=3} | ret=SUCCESS |  
2025-02-14 14:56:07,846 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=2} | ret=SUCCESS |  
2025-02-14 14:56:08,503 | INFO  | DNAudit | user=null | ip=null | op=CLOSE_CONTAINER {containerID=1} | ret=SUCCESS |  
