2026-08-11 11:51:49,267 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:49,543 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-11 11:51:49,545 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-11 11:51:49,546 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-11 11:51:49,584 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-11 11:51:49,591 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.10 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-11 11:51:49,592 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=GET_VERSION {} | ret=SUCCESS |  
2026-08-11 11:51:50,496 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:51,125 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=REGISTER {"datanodeDetails":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251(801e57a22bde/172.18.0.11)"} | ret=SUCCESS |  
2026-08-11 11:51:51,125 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=REGISTER {"datanodeDetails":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf(0cd1fa664b03/172.18.0.8)"} | ret=SUCCESS |  
2026-08-11 11:51:51,415 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_CONTAINER_COUNT {} | ret=SUCCESS |  
2026-08-11 11:51:51,499 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:51,526 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=LIST_PIPELINE {} | ret=SUCCESS |  
2026-08-11 11:51:51,595 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-11 11:51:51,964 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=REGISTER {"datanodeDetails":"c256a00d-4567-4711-9c27-1b0361e143d1(ad17085a84c7/172.18.0.4)"} | ret=SUCCESS |  
2026-08-11 11:51:52,159 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"8e3ec457-1065-43d9-bf84-8a930ade7ed9\" uuid128 { mostSigBits: -8196898393551453223 leastSigBits: -4646436551392330023 } } type: RATIS factor: ONE datanode { uuid: \"978deb3e-2dc7-45b0-87b1-a9bb54148cdf\" ipAddress: \"172.18.0.8\" hostName: \"ozone-datanode-2.ozone_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"978deb3e-2dc7-45b0-87b1-a9bb54148cdf\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: -7526100749977696848 leastSigBits: -8668961185676882721 } level: 3 id { uuid { mostSigBits: -7526100749977696848 leastSigBits: -8668961185676882721 } } } cmdId: 1786449111127 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-11 11:51:52,159 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"129e2484-28f0-48d8-9358-6ed19a5712cd\" uuid128 { mostSigBits: 1341549889044105432 leastSigBits: -7829386105666989363 } } type: RATIS factor: ONE datanode { uuid: \"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251\" ipAddress: \"172.18.0.11\" hostName: \"ozone-datanode-1.ozone_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: 6418184653536379347 leastSigBits: -5564517251000896943 } level: 3 id { uuid { mostSigBits: 6418184653536379347 leastSigBits: -5564517251000896943 } } } cmdId: 1786449111128 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-11 11:51:52,202 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=REGISTER {"datanodeDetails":"90459f78-3af4-451f-b92e-b64b29b28f60(e79c51ff90fb/172.18.0.9)"} | ret=SUCCESS |  
2026-08-11 11:51:52,504 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:53,508 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:53,876 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"90459f78-3af4-451f-b92e-b64b29b28f60","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"43495970-9c7b-4cc5-a40b-af06648fc3d6\" uuid128 { mostSigBits: 4848504814037585093 leastSigBits: -6626009984753744938 } } type: RATIS factor: ONE datanode { uuid: \"90459f78-3af4-451f-b92e-b64b29b28f60\" ipAddress: \"172.18.0.9\" hostName: \"ozone-datanode-5.ozone_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"90459f78-3af4-451f-b92e-b64b29b28f60\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: -8050853420120914657 leastSigBits: -5102940893825822880 } level: 3 id { uuid { mostSigBits: -8050853420120914657 leastSigBits: -5102940893825822880 } } } cmdId: 1786449111130 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-11 11:51:53,884 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c256a00d-4567-4711-9c27-1b0361e143d1","term":"2","command":"[commandType: createPipelineCommand createPipelineCommandProto { pipelineID { id: \"a78ed5eb-defb-42de-a6b3-3194e1d8ee42\" uuid128 { mostSigBits: -6372921213647633698 leastSigBits: -6434744927068295614 } } type: RATIS factor: ONE datanode { uuid: \"c256a00d-4567-4711-9c27-1b0361e143d1\" ipAddress: \"172.18.0.4\" hostName: \"ozone-datanode-4.ozone_default\" ports { name: \"STANDALONE\" value: 9859 } ports { name: \"RATIS\" value: 9858 } ports { name: \"REPLICATION\" value: 9886 } ports { name: \"RATIS_ADMIN\" value: 9857 } ports { name: \"RATIS_SERVER\" value: 9856 } ports { name: \"RATIS_DATASTREAM\" value: 9855 } ports { name: \"HTTP\" value: 9882 } ports { name: \"CLIENT_RPC\" value: 19864 } networkName: \"c256a00d-4567-4711-9c27-1b0361e143d1\" networkLocation: \"/default-rack\" persistedOpState: IN_SERVICE persistedOpStateExpiry: 0 currentVersion: 4 uuid128 { mostSigBits: -4443188003495000303 leastSigBits: -7194752178360073263 } level: 3 id { uuid { mostSigBits: -4443188003495000303 leastSigBits: -7194752178360073263 } } } cmdId: 1786449111129 priority: 1 } term: 2 encodedToken: \"\" deadlineMsSinceEpoch: 0]"} | ret=SUCCESS |  
2026-08-11 11:51:54,034 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"90459f78-3af4-451f-b92e-b64b29b28f60","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,056 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"90459f78-3af4-451f-b92e-b64b29b28f60","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,129 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c256a00d-4567-4711-9c27-1b0361e143d1","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,142 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c256a00d-4567-4711-9c27-1b0361e143d1","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,512 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:54,679 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,699 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,710 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,729 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,741 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:54,747 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:55,130 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"90459f78-3af4-451f-b92e-b64b29b28f60","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:55,199 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_PIPELINE {"pipelineID":"43495970-9c7b-4cc5-a40b-af06648fc3d6"} | ret=SUCCESS |  
2026-08-11 11:51:55,275 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.6 | op=GET_PIPELINE {"pipelineID":"a78ed5eb-defb-42de-a6b3-3194e1d8ee42"} | ret=SUCCESS |  
2026-08-11 11:51:55,291 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c256a00d-4567-4711-9c27-1b0361e143d1","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:55,516 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:56,521 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:57,282 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.3 | op=GET_SCM_INFO {} | ret=SUCCESS |  
2026-08-11 11:51:57,524 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:58,528 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:59,532 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:51:59,711 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:59,744 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:59,885 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:51:59,924 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:52:00,089 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"90459f78-3af4-451f-b92e-b64b29b28f60","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:52:00,220 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c256a00d-4567-4711-9c27-1b0361e143d1","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:52:00,561 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.9 | op=SEND_HEARTBEAT {"datanodeUUID":"90459f78-3af4-451f-b92e-b64b29b28f60","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:52:00,570 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:52:00,660 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.4 | op=SEND_HEARTBEAT {"datanodeUUID":"c256a00d-4567-4711-9c27-1b0361e143d1","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:52:01,579 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:52:02,581 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:52:03,584 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:52:04,586 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.2 | op=IN_SAFE_MODE {} | ret=SUCCESS |  
2026-08-11 11:52:04,881 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.11 | op=SEND_HEARTBEAT {"datanodeUUID":"5911f8ef-f8e6-41d3-b2c6-dd0ad38ef251","term":"2","command":"[]"} | ret=SUCCESS |  
2026-08-11 11:52:04,919 | INFO  | SCMAudit | user=hadoop | ip=172.18.0.8 | op=SEND_HEARTBEAT {"datanodeUUID":"978deb3e-2dc7-45b0-87b1-a9bb54148cdf","term":"2","command":"[]"} | ret=SUCCESS |  
